date,city,state,shape,comments
2019-11-11,Fairfield,CA,Formation,"I glanced up and saw a string formation of lights heading southeast.  ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-11,Redlands,CA,Other,"huge, long fast object with lights.  ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-11,FairPlay,CA,Light,"15+ objects bright enough to be seen before dark moving thorough the sky. ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-11,San Diego,CA,Other,"There were lights which appeared to be attached by a line/wire. ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-11,Borrego Springs,CA,Light,5 lights in a row moving west to east
2019-11-11,Fair play,CA,Cigar,"15 individual lights flying in straight formation outside of our atmosphere.  ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-11,Lake los angeles,CA,Cigar,Long cigar shaped craft had to be at least a foot ball feild in legenth with some king of mirror reflection on the suface it kind of bl
2019-11-11,Marina,CA,Other,"There was a line of lights connecting to dots moving in formation.  ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-11,Big Bear Lake,CA,Fireball,"Long stretch of consecutive lights at very high alt. crossed over the ski area. ((NUFORC Note:  Cluster of ""Starlink"" satellites.  PD))"
2019-11-10,Yuba city,CA,Light,I saw 1 ball of light flashing on then off and on again it did that for maybe 5-10 minutes and finally stayed off. It looked like a sta
2019-11-10,Royal oaks,CA,Formation,A light formation star form aniline that slowly dissipated after 10 seconds
2019-11-10,San jose,CA,Formation,Shinny multiple objects
2019-11-09,Hollywood,CA,Light,Light flies in circle over Hollywood Hills
2019-11-09,San Diego,CA,Triangle,Three lights is the shape of an equilateral triangle. Lights consistently blinked at approximately 160-170 bpm. The object flew in a st
2019-11-09,Hawthorne,CA,Rectangle,Weird light brown object flew low and slow across the sky
2019-11-08,Downey,CA,Circle,Bright Light made fast movements in the sky
2019-11-05,Marysville,CA,Unknown,Large craft flying low and slow
2019-11-04,Yorba Linda,CA,Triangle,objects like triangle flew across sky and an object fell. light came down from ufo and then turned green and dissappeared.
2019-11-03,Studio City,CA,Diamond,huge white football field size in length and width diamond prism / box with a huge kite like few thousand yard long white string like t
2019-11-03,Dana point,CA,Orb,Lighted orb went down towards ocean then disappeared during sunrise. Not sure what it was but strange
2019-11-03,Hunting Beach,CA,Light,"Fireball Orange Big Light hyper speeds into space and then government tries to seemingly cover up, multiple witnesses, huntingon beach"
2019-11-03,Whittier,CA,Triangle,One cluster (cluster A) was flying low in the sky (like a typical airplane height) and was being paced by a much smaller single light.
2019-11-02,San Dimas,CA,Unknown,"Quick extremely bright flash of flight followed by a light trail that dissapeared within seconds, silent."
2019-11-01,Bass Lake,CA,Sphere,"UFO sighting at Bass Lake , Ca Pines resort"
2019-11-01,Alhambra,CA,Flash,"I was traveling Eastbound on I-10 in through the city of Alhambra, when by two friends and I saw an extremely bright flash. When we loo"
2019-10-31,Carlsbad,CA,Triangle,"Un-lit, fast moving, low altitude triangular craft seen visually and with thermal imaging camera."
2019-10-31,Perris,CA,Chevron,"Dark, dull Chevron shaped object flying over Perris, Ca"
2019-10-31,San Pedro,CA,Light,Shooting star like Object darting around sky in the shape of a fishing hook.
2019-10-30,Gardena,CA,Rectangle,"I was outside in the backyard, and I looked up at the sky to look at stars and to try to see airplanes. I observed two stars to the sou"
2019-10-29,Mission Viejo,CA,Unknown,UFO small shiny object moving in every direction
2019-10-28,San Diego,CA,Circle,White circle ufos flying in formation over salton sea area
2019-10-28,Sherman Oaks,CA,Oval,3 oval UFOs hovered near freeway winked out and reappeared in a different area
2019-10-28,Phillipsville,CA,Teardrop,super bright gold-orange teardrop sighted over phillipsville ca when all the power in the county was shut off. flew very quickly in dif
2019-10-27,Anderson,CA,Light,Blue light with patterns about 4’X8’ on ground at our feet moved about 20’ then gone.
2019-10-27,Pacifica,CA,Cylinder,Cylinder shaped craft at sunset off west coast
2019-10-27,Mira Loma,CA,Diamond,"Hovered for 45 seconds, turned N and departed quickly."
2019-10-27,Duarte,CA,Light,Two moving lights
2019-10-25,Porterville,CA,Orb,White orb flying through the sky disappeared on the horizon
2019-10-24,West Hollywood,CA,Oval,"Two planet like shapes in close proximity that moved away, or disappeared, within a thirty second to one minute span."
2019-10-24,Anaheim,CA,Egg,Low flying/hovering egg shaped object seen in southern california w/video.
2019-10-24,Palermo,CA,Circle,dark round objects
2019-10-24,San Diego,CA,Sphere,"Saw 4 spheres floating at an altitude 10,000 ft.  A commercial aircraft with an ice contrail flew a good distance behind them. They wer"
2019-10-24,Fresno,CA,Other,It appeared to be a white tissue floating downward kind of waving and a shine to it then in sudden flew straight up then took a rt turn
2019-10-24,Carlsbad,CA,Other,Shiny Drone like formation object seen by 1
2019-10-24,Santa Clarita,CA,Orb,White ball of light traveling across the night sky.
2019-10-24,Barham,CA,Fireball,This video was on the news this morning it's of the start of the kinkade fire but in the sky there is a ufo that flys accross the sky h
2019-10-23,San Jacinto,CA,Circle,"We were on our driveway with friends. The year the skull haped Halloween asteroid passed 130k miles from earth. Well, I was talking abo"
2019-10-23,Livermore,CA,Circle,"In my driveway looking up,I noticed what I thought were two planets lined up.I Realized one was moving high in the sky towards my direc"
2019-10-23,Redding,CA,Changing,At first it was a huge ball of light so bright after looking at it I saw spots. It faded to darkness and came back three times. After t
2019-10-22,Vacaville,CA,Cigar,This craft hovered for a couple minutes then picked up speed with no sound this was the 2nd time I've heard or seen something in the sk
2019-10-22,Tiburon,CA,Sphere,Rainbow colored plasma lights  appear  in  southeastern sky seen from Mt. Tamalpais  foothills
2019-10-22,West Sacramento,CA,Diamond,I don't know my directions so I can't tell you exactly where it was. It was between a triangle of three stars straight above me.
2019-10-22,Irvine,CA,Sphere,x shape brightness irregular star on east sky after late night programming.
2019-10-22,Los Angeles,CA,Light,"I was periodically checking the skies last night for any signs of the Haley Comet or shooting stars.

 Because we are so close to the"
2019-10-22,Fresno,CA,Disk,"It was 1:00 in the morning coming from a neighbors apartment ,I was about to go home,but then I walked around the corner to my brothers"
2019-10-21,Lodi,CA,Other,"I was looking up in the direction of Orion so I could see the meteor shower tonight. Suddenly I saw 3 lights, which I thought were star"
2019-10-20,Arcadia,CA,Circle,"They were silver, round and  were traveling in and out of sinc, disappearing then  reappearing. Then they disappeared again for good bu"
2019-10-19,Santa Rosa,CA,Orb,Brilliantly Bright green orb seen in the northern sky travelling east to west in a slightly downward trajectory
2019-10-19,Los Angeles,CA,Unknown,Zig zagging flashing light.
2019-10-18,Menifee,CA,Formation,Got a call from mother in law to go out my front porch . I went outside and looked up. Saw a huge formation and what looked like helico
2019-10-18,Perris,CA,Other,Large cluster/array (about 150 small and 5-10 - much larger white ones) of multi-colored lights slowly descending below the tree-line.
2019-10-18,Lake Elsinore,CA,Other,30 to 40 Star like objects moving in the sky to form one giant star like object
2019-10-18,Winchester,CA,Formation,"Triangular in shape, dozens of lights slowly descending and aircraft flying toward it."
2019-10-18,Murrieta,CA,Formation,I was driving my children home from dinner and my son pointed at something in the sky that looked like a large floating city. I pulled
2019-10-18,Torrance,CA,Cigar,"Saw it out of my bedroom window. Came up out of horizon, then over my house. Bright white shining obeject with windows. Silent slow mov"
2019-10-17,San Francisco,CA,Sphere,UFO seen on KRON 4 News @ 9 during flight delay report.
2019-10-17,Perris,CA,Fireball,Coming from South towards San Diego. There was a bright red fire flying still all the sudden white balls look like the movie Independen
2019-10-17,Los Angeles,CA,Orb,In my backyard looking up at two hawks fighting when a glowing orb approached along the hills towards them.
2019-10-17,Sacramento,CA,Light,Star not a star.
2019-10-15,Rancho Cucamonga,CA,Sphere,"gray metalic sphere hovering stationary in sky for a min or so. Off Daycreek Blvd/Highland Ave, adjacent to 10 freeway"
2019-10-13,Fresno,CA,Other,"A large double Boomerang shaped Metallic UFO spotted over Fresno, Ca."
2019-10-12,Riverside,CA,Formation,Lots of lights in formation one behind each other
2019-10-11,Mt. Shasta (near),CA,Other,"String of lights at low altitude moving about 50 mph, 8000’ altitude north to south. Sound of small prop engine faintly."
2019-10-11,Los angeles,CA,Light,"Bright light falling from sky into Ocean, close to earth."
2019-10-11,Santa Clarita,CA,Formation,Possible UFO caught in wild fire footage on news.
2019-10-09,Roseville,CA,Circle,Saucer like UFO 6-7 lights horizontally laid out. Lights look like it was rotating from right to left. Watched it hovering over the Gal
2019-10-09,Ontario,CA,Light,"Light streak over the 10 freeway in Ontario, CA"
2019-10-08,Tehachapi,CA,Triangle,"triangle craft flying abrupt maneuvers elevation changes at incredible rate red, white, green and blue lights flying over valley."
2019-10-08,La Quinta,CA,Light,My son and I were star/moonlight gazing when we noticed a bright light traveling west to east at a slow speed over old town La Quinta.
2019-10-08,Alta Loma,CA,Unknown,UFO Squadron flying in two triangle formations at high altitudes.
2019-10-08,San Jose,CA,Light,"Round objects flashing, hovering over playground at school"
2019-10-08,Oakland,CA,Diamond,Appear to be a star moving as fast a stealth without noise.  I pointed to the object an it slowed then disappeared.
2019-10-07,San Jose,CA,Triangle,"10/07/19  22:15  San Jose, Calif.  Triangle  3 minutes  I saw 3 red small lights in a fixed triangular formation traveling very slow."
2019-10-07,Palm Springs,CA,Rectangle,"White rectangular shape aircraft free falling very rapidly from sky & before hits ground, it vanishes!"
2019-10-07,Carpinteria,CA,Sphere,"Ball of white light. Darted diagonally downward, an disappeared behind mountains.  ((anonymous report))"
2019-10-07,Visalia,CA,Circle,I am sitting in my yard waiting for the meteor shower. I notice a small dot moving back and forth and in circles. Then I noticed there
2019-10-07,Milpitas,CA,Formation,"3 Objects, triangle formation, irregular, rapidly blinking pattern of red lights over Milpitas California."
2019-10-07,Chino Hills,CA,Cylinder,"On October 7th, 2019, while commuting to work in the afternoon, I've witnessed a long cylindrical shape, aluminum material twirling  UF"
2019-10-07,Palm Springs,CA,Rectangle,My husband and I saw 2 rectangular shaped ufos fly over the 10 freeway then they reversed direction and traveled east towards Indio.
2019-10-06,South Pasadena,CA,Sphere,Slow white spheres almost like stars during the day
2019-10-05,Oakland,CA,Diamond,So it was the night of the 5th I was getting ready to go to the store and I was looking at the sky cuz you was very clear that night an
2019-10-03,Los Angeles,CA,Sphere,Flying in on Delta Flight 3886 LAS to LAX on 10/3/19.  I was sitting window on the right side of the plane in sound mind and body.  N
2019-10-02,Marin County,CA,Sphere,Glowing lights in formation  just south of San Quentin
2019-10-02,Hayfork,CA,Unknown,Don't care it happend
2019-10-01,Escondido,CA,Other,"Long duration, dash-like appearance, intermittent disappearing."
2019-10-01,Eureka,CA,Triangle,"Was outside heard jet engines overhead sound a bit strange, look up and there was to  f-16s flying side by side more like in a slower s"
2019-10-01,Bakersfield,CA,Other,My mother and I have witnessed an M-shaped blinking red lights which lasted for almost 15 seconds.
2019-09-30,North Highlands,CA,Triangle,Was driving home from work heading east bound on I-80 right near the I-80 split. While driving I happened to look over to my left ( whi
2019-09-30,Bakersfield? (east of),CA,Rectangle,"I was on a 737 flight from San Jose, CA (SJC) southbound to Burbank, CA (BUR).  We were airborne at about 4:50-ish PM.  Pilot stated ri"
2019-09-29,Castro Valley,CA,Egg,Pictures taken of a hovering egg shaped craft through a telescope
2019-09-29,Riverbank,CA,Circle,It was clear day i was sitting when i noticed 5 bubble like things in the sky within 10 seconds there were 50 bubble like things they c
2019-09-27,Firebaugh,CA,Triangle,3 white bright lights shaped liked disks coming in a straight line
2019-09-26,Aliso Viejo,CA,Unknown,Circular white lights.
